ENADE_ID;NU_ANO;CO_IES;CO_GRUPO;CO_MODALIDADE;TP_SEXO;PERIODO;NT_GER;NT_FG;NT_CE;CO_RS_I1;CO_RS_I2;QE_I06;QE_I08;QE_I09;QE_I10;QE_I23;QE_I25;QE_I26;QE_I27;CO_TURNO_GRADUACAO
6927;2014;14;4006;1;M;;59.4;54.8;60.9;D;D;C;F;F;E;C;E;F;5;
6928;2014;14;4006;1;M;;26.7;36.0;23.6;B;C;B;F;E;E;D;E;F;6;
6929;2014;14;4006;1;M;;52.5;57.9;50.7;B;B;B;D;D;E;B;H;F;5;
6930;2014;14;4006;1;M;;;;;;;;;;;;;;;
6931;2014;14;4006;1;M;;52.6;22.5;62.6;C;C;C;B;E;E;C;B;C;3;
6932;2014;14;4006;1;M;;55.6;61.3;53.7;C;C;B;G;D;E;B;A;F;5;
6933;2014;14;4006;1;M;3;38.9;61.7;31.3;C;D;A;D;D;E;C;A;F;6;
6934;2014;14;4006;1;M;1;44.4;30.0;49.2;.;.;A;G;C;E;C;H;D;6;
6935;2014;14;4006;1;M;;55.5;65.2;52.2;D;D;B;B;E;E;A;E;F;5;
6936;2014;14;4006;1;M;;56.5;71.3;51.5;D;E;A;E;D;D;C;E;F;5;
6937;2014;14;4006;1;M;;;;;;;C;F;F;E;B;A;D;4;
6938;2014;14;4006;1;M;;;;;;;;;;;;;;;
6939;2014;14;4006;1;F;;72.2;65.9;74.3;B;D;B;F;C;E;E;C;C;6;
6940;2014;14;4006;1;M;;51.5;45.0;53.7;A;C;C;E;C;E;A;C;F;4;
6941;2014;14;4006;1;M;;51.7;62.3;48.2;C;D;C;E;E;E;B;E;D;2;
6942;2014;14;4006;1;M;;27.4;42.4;22.4;C;C;A;D;F;E;B;B;F;4;
6943;2014;14;4006;1;M;;69.8;64.3;71.6;C;C;B;D;C;A;C;E;G;5;
6944;2014;14;4006;1;M;;64.0;52.5;67.8;C;C;A;E;D;E;C;E;F;6;
6945;2014;14;4006;1;M;;55.6;83.0;46.5;C;C;C;A;D;E;B;C;C;4;
6946;2014;14;4006;1;M;;57.7;74.6;52.0;B;D;B;F;E;E;E;C;F;6;
6947;2014;14;4006;1;M;;;;;;;;;;;;;;;
6948;2014;14;4006;1;F;;31.0;30.0;31.3;C;D;B;B;C;A;D;A;F;5;
6949;2014;14;4006;1;M;;;;;;;B;F;D;E;C;E;I;6;
6950;2014;14;4006;1;M;;58.3;45.5;62.6;C;B;B;D;C;E;A;H;D;8;
6951;2014;14;4006;1;M;;45.7;48.8;44.7;C;C;B;E;E;E;B;B;F;2;
6952;2014;14;4006;1;F;;49.4;57.6;46.7;C;C;B;E;C;E;D;E;H;5;
6953;2014;14;4006;1;M;;29.1;22.5;31.3;C;C;C;D;D;E;C;A;F;6;
6954;2014;14;4006;1;M;;56.8;67.7;53.2;C;C;C;E;F;E;B;A;C;5;
6955;2014;14;4006;1;M;;57.2;67.6;53.7;D;D;B;F;D;E;B;E;C;4;
6956;2014;14;4006;1;M;;66.3;63.7;67.1;B;C;D;C;D;E;B;C;I;5;
6957;2014;14;4006;1;M;;65.0;75.6;61.4;B;C;B;F;D;E;B;H;I;3;
6958;2014;14;4006;1;M;3;42.6;67.4;34.3;C;C;B;C;C;E;D;C;I;4;
6959;2014;14;4006;1;M;1;61.9;73.4;58.1;C;D;C;D;F;E;B;C;F;6;
6960;2014;14;4006;1;M;;58.0;57.8;58.1;C;D;C;E;F;E;B;E;D;5;
6961;2014;14;4006;1;F;;38.9;56.4;33.0;C;C;A;C;D;E;B;E;F;4;
6962;2014;14;4006;1;M;;51.4;82.4;41.0;B;C;B;F;D;E;C;A;D;5;
6963;2014;14;4006;1;F;;59.0;72.3;54.5;C;D;A;D;D;E;C;A;F;5;
6964;2014;14;4006;1;M;;54.8;45.0;58.1;B;C;A;D;D;E;B;E;F;4;
6965;2014;14;4006;1;M;;;;;;;A;D;F;E;B;A;C;5;
6966;2014;14;4006;1;M;;28.7;47.4;22.4;.;.;C;E;E;E;B;C;F;3;
6967;2014;14;4006;1;M;;74.5;85.5;70.8;A;C;C;D;F;E;A;E;H;5;
6968;2014;14;4006;1;M;;43.5;62.0;37.3;B;C;C;E;F;E;D;E;F;5;
6969;2014;14;4006;1;M;3;72.6;96.6;64.6;B;D;C;E;C;E;B;C;F;5;
6970;2014;14;4006;1;M;1;25.8;22.5;26.9;C;C;B;D;D;E;B;E;B;5;
6971;2014;14;4006;1;M;;31.0;30.0;31.3;C;C;C;C;E;E;D;E;F;4;
6972;2014;14;4006;1;M;;23.9;15.0;26.9;C;D;A;C;C;D;A;A;C;5;
6973;2014;14;4006;1;M;;58.8;80.2;51.7;C;D;C;D;F;E;E;A;F;6;
6974;2014;14;4006;1;M;;62.4;54.9;64.9;B;C;C;F;D;E;D;C;F;5;
6975;2014;14;4006;1;M;;55.2;76.8;48.0;A;C;C;F;D;E;E;A;F;5;
6976;2014;14;4006;1;M;;42.4;48.7;40.3;C;C;D;B;F;E;B;E;F;6;
6977;2014;14;4006;1;M;;;;;;;;;;;;;;;
6978;2014;14;4006;1;M;;46.8;76.0;37.0;C;D;A;E;F;D;C;E;F;6;
6979;2014;14;4006;1;M;;47.5;69.0;40.3;C;C;C;F;F;E;E;A;C;4;
6980;2014;14;4006;1;M;;33.0;46.9;28.4;C;C;B;E;D;E;C;C;F;5;
6981;2014;14;4006;1;M;;48.7;80.7;38.0;A;C;C;E;F;E;A;A;C;3;
6982;2014;14;4006;1;M;;71.7;82.6;68.1;C;C;C;C;F;E;C;A;C;2;
6983;2014;14;4006;1;M;;36.4;58.3;29.1;D;D;A;D;D;E;E;A;F;4;
6984;2014;14;4006;1;M;;62.2;78.6;56.7;B;D;B;D;E;E;C;A;F;5;
16215;2014;56;4006;1;M;;62.6;79.5;57.0;C;D;B;E;E;E;C;E;F;5;
16216;2014;56;4006;1;M;;54.7;71.2;49.2;B;C;C;C;F;E;A;E;A;4;
16217;2014;56;4006;1;M;;70.6;77.9;68.1;B;B;C;E;E;E;A;A;F;6;
16218;2014;56;4006;1;F;;41.2;78.9;28.6;C;C;B;E;D;E;C;A;A;5;
16219;2014;56;4006;1;M;;47.2;65.0;41.3;B;C;B;E;D;E;B;E;C;4;
16220;2014;56;4006;1;M;;55.1;71.4;49.7;B;C;B;F;C;D;D;A;A;5;
16221;2014;56;4006;1;M;;;;;;;A;B;C;E;B;A;F;7;
16222;2014;56;4006;1;M;;55.4;85.1;45.5;C;C;B;E;C;E;B;A;F;6;
16223;2014;56;4006;1;M;;67.2;82.3;62.1;B;C;B;D;E;E;E;A;F;5;
16224;2014;56;4006;1;F;;64.2;82.5;58.1;C;C;B;B;C;A;B;A;A;4;
16225;2014;56;4006;1;M;;46.7;64.4;40.8;C;C;C;F;E;E;B;A;F;5;
16226;2014;56;4006;1;F;;54.2;51.1;55.2;C;C;C;D;E;E;B;A;F;3;
16227;2014;56;4006;1;M;;49.4;76.8;40.3;D;D;B;C;B;A;C;A;C;3;
16228;2014;56;4006;1;M;;37.1;54.5;31.3;C;C;B;A;E;E;B;A;F;3;
16229;2014;56;4006;1;F;;;;;;;;;;;;;;;
16230;2014;56;4006;1;M;;63.0;90.8;53.7;B;D;A;F;D;E;C;E;F;5;
16231;2014;56;4006;1;M;;;;;;;;;;;;;;;
16232;2014;56;4006;1;M;;;;;;;;;;;;;;;
16233;2014;56;4006;1;F;;52.9;83.1;42.8;A;C;B;E;B;A;D;H;F;6;
16234;2014;56;4006;1;F;;48.1;54.3;46.0;.;.;B;D;C;A;B;B;F;6;
16235;2014;56;4006;1;F;;;;;;;E;C;A;A;B;A;F;6;
16236;2014;56;4006;1;M;;58.5;81.8;50.7;B;C;D;E;B;A;B;C;F;4;
16237;2014;56;4006;1;M;;56.6;82.5;48.0;B;D;B;E;B;A;D;A;F;4;
16238;2014;56;4006;1;M;;;;;;;B;D;D;A;C;A;F;5;
16239;2014;56;4006;1;F;;51.3;68.7;45.5;C;D;A;G;C;E;E;C;C;5;
16240;2014;56;4006;1;F;;65.8;72.8;63.4;B;D;C;C;D;E;D;A;F;5;
16241;2014;56;4006;1;M;;60.1;64.9;58.5;B;C;B;E;C;A;C;E;E;5;
16242;2014;56;4006;1;M;;63.3;85.3;56.0;C;D;B;E;C;E;D;E;F;4;
16243;2014;56;4006;1;M;;67.0;74.2;64.6;C;D;A;C;D;E;B;A;F;3;
16244;2014;56;4006;1;M;;;;;;;;;;;;;;;
16245;2014;56;4006;1;M;;49.7;77.7;40.3;D;D;B;E;D;E;D;H;C;3;
16246;2014;56;4006;1;M;;60.6;67.9;58.1;C;B;A;E;D;E;E;E;F;6;
16247;2014;56;4006;1;M;;48.9;54.0;47.2;D;D;B;D;C;D;C;E;F;5;
16248;2014;56;4006;1;M;;47.3;68.1;40.3;D;D;B;F;C;E;B;A;F;6;
16249;2014;56;4006;1;M;;46.3;77.8;35.8;C;C;B;C;D;B;D;E;E;5;
16250;2014;56;4006;1;M;;63.5;52.5;67.1;C;D;A;B;C;A;A;E;F;4;
16251;2014;56;4006;1;M;;54.5;70.2;49.2;C;D;A;F;C;E;B;A;G;4;
16252;2014;56;4006;1;M;;54.2;49.5;55.7;C;D;C;E;D;E;C;A;A;5;
16253;2014;56;4006;1;M;;48.2;45.0;49.2;C;D;B;C;E;E;A;A;F;6;
16254;2014;56;4006;1;F;;53.8;67.6;49.2;C;C;F;C;B;A;C;C;F;2;
16255;2014;56;4006;1;M;;51.5;45.0;53.7;.;C;A;B;D;E;B;A;A;5;
16256;2014;56;4006;1;F;;61.2;57.0;62.6;C;D;D;D;C;D;C;A;F;5;
16257;2014;56;4006;1;M;;;;;;;;;;;;;;;
16258;2014;56;4006;1;M;;51.7;71.0;45.2;C;C;B;E;C;E;B;A;F;5;
16259;2014;56;4006;1;M;;74.5;95.6;67.4;B;C;A;C;B;A;E;E;F;4;
16260;2014;56;4006;1;M;;43.0;59.3;37.5;B;D;B;D;E;E;B;A;F;6;
16261;2014;56;4006;1;M;;;;;;;;;;;;;;;
16262;2014;56;4006;1;M;;60.5;64.7;59.1;B;B;A;F;C;A;C;A;F;6;
16263;2014;56;4006;1;F;;38.6;84.0;23.4;B;C;B;C;B;A;E;A;F;5;
16264;2014;56;4006;1;M;3;55.2;68.7;50.7;C;D;D;F;C;E;B;A;F;4;
23074;2014;163;4006;1;M;;21.3;45.0;13.4;A;E;A;C;D;E;B;E;F;6;
23075;2014;163;4006;1;M;;50.0;71.0;43.0;C;D;B;D;C;E;C;E;E;3;
23076;2014;163;4006;1;M;;39.0;64.2;30.6;B;C;B;C;D;A;C;A;F;5;
23077;2014;163;4006;1;M;;;;;;;;;;;;;;;
23078;2014;163;4006;1;M;;44.3;43.2;44.7;D;E;C;A;C;E;A;E;B;3;
23079;2014;163;4006;1;F;;43.3;59.6;37.8;C;D;B;E;E;E;C;C;F;5;
23080;2014;163;4006;1;M;;46.4;64.0;40.5;B;B;B;D;D;E;C;E;I;4;
23081;2014;163;4006;1;F;;44.8;63.5;38.5;C;D;C;F;C;A;C;B;C;4;
23082;2014;163;4006;1;M;;30.9;56.4;22.4;B;C;C;B;C;E;C;H;H;4;
23083;2014;163;4006;1;M;3;50.9;61.0;47.5;C;C;A;D;D;E;A;E;I;2;
23084;2014;163;4006;1;M;1;24.3;30.0;22.4;C;C;B;F;D;D;A;A;A;4;
23085;2014;163;4006;1;F;;59.6;78.7;53.2;C;D;C;C;F;B;C;C;C;4;
23086;2014;163;4006;1;M;;56.6;52.5;58.0;C;C;B;C;C;E;A;A;B;5;
23087;2014;163;4006;1;M;;;;;;;;;;;;;;;
23088;2014;163;4006;1;M;;28.2;30.0;27.6;D;D;D;D;C;E;C;H;I;4;
23089;2014;163;4006;1;M;;54.2;78.1;46.2;C;C;A;F;E;D;C;E;C;4;
23090;2014;163;4006;1;M;;34.8;69.8;23.1;D;D;B;C;C;E;B;E;C;3;
23091;2014;163;4006;1;M;;;;;;;B;E;D;E;A;B;E;4;
23092;2014;163;4006;1;M;;43.4;59.5;38.0;D;D;C;D;E;E;C;H;E;5;
23093;2014;163;4006;1;M;;40.4;65.7;32.0;C;D;B;E;D;E;D;E;F;6;
23094;2014;163;4006;1;M;;34.2;43.0;31.3;C;D;B;E;E;D;C;E;H;4;
23095;2014;163;4006;1;M;;40.9;53.0;36.8;C;B;C;A;C;D;B;C;B;3;
23096;2014;163;4006;1;F;;37.3;15.0;44.7;C;D;B;D;D;E;A;H;I;4;
23097;2014;163;4006;1;M;2;31.0;30.0;31.3;C;D;B;B;C;E;C;A;D;4;
23098;2014;163;4006;1;F;;28.4;33.0;26.9;C;C;B;B;E;E;C;C;H;4;
23099;2014;163;4006;1;M;;31.4;45.0;26.9;D;C;B;E;C;E;B;A;F;6;
23100;2014;163;4006;1;M;;15.3;7.5;17.9;C;D;C;F;D;E;C;A;E;3;
23101;2014;163;4006;1;M;;44.8;71.6;35.8;C;C;C;F;F;E;C;A;C;3;
23102;2014;163;4006;1;M;;34.1;42.6;31.3;C;D;B;B;B;B;A;A;C;5;
23103;2014;163;4006;1;M;;34.8;50.8;29.4;C;D;B;E;D;E;B;B;B;5;
23104;2014;163;4006;1;F;;37.7;30.0;40.3;C;C;C;C;E;E;C;A;H;7;
23105;2014;163;4006;1;M;;38.3;30.0;41.0;B;C;B;D;E;D;C;E;F;6;
23106;2014;163;4006;1;M;;30.8;48.5;24.9;C;C;B;B;E;E;B;A;B;3;
23107;2014;163;4006;1;M;;54.5;30.0;62.6;C;C;B;F;E;E;A;E;E;5;
23108;2014;163;4006;1;M;;44.8;45.0;44.7;C;C;B;A;C;C;E;E;G;4;
23109;2014;163;4006;1;M;;57.5;84.4;48.5;C;D;B;E;C;E;D;E;C;5;
23110;2014;163;4006;1;M;23;29.1;58.7;19.2;B;C;B;B;E;B;A;E;F;4;
23111;2014;163;4006;1;M;1;42.5;92.4;25.9;C;C;D;A;C;A;A;E;B;4;
23112;2014;163;4006;1;M;;36.8;46.6;33.5;C;D;B;B;A;A;C;H;H;5;
23113;2014;163;4006;1;M;;54.4;79.6;46.0;B;D;A;B;C;E;C;E;E;4;
23114;2014;163;4006;1;M;;61.8;68.8;59.4;C;C;C;D;E;C;C;C;D;5;
23115;2014;163;4006;1;M;;35.9;22.5;40.3;C;A;D;D;D;D;A;C;B;6;
23116;2014;163;4006;1;M;;66.7;94.2;57.5;B;C;C;F;F;E;C;A;E;3;
23117;2014;163;4006;1;F;;44.2;59.8;39.0;B;C;B;F;E;E;C;C;E;4;
23118;2014;163;4006;1;M;3;37.7;30.0;40.3;.;.;C;E;D;E;B;C;H;3;
23119;2014;163;4006;1;F;1;38.8;32.1;41.0;C;C;A;A;C;E;A;H;C;1;
23120;2014;163;4006;1;M;;36.4;61.4;28.1;C;C;B;D;E;E;C;E;C;6;
23121;2014;163;4006;1;M;;62.8;87.6;54.5;B;C;B;D;F;E;B;E;I;4;
23122;2014;163;4006;1;M;;63.8;75.5;59.9;B;C;B;D;E;E;E;A;A;4;
23123;2014;163;4006;1;M;;34.7;45.0;31.3;D;D;C;E;D;D;C;C;C;4;
23124;2014;163;4006;1;M;;38.3;59.2;31.3;B;C;D;D;D;E;B;A;B;4;
23125;2014;163;4006;1;F;;43.8;79.0;32.0;C;C;B;E;B;A;B;H;E;3;
23126;2014;163;4006;1;M;;53.0;37.5;58.1;C;D;B;B;C;E;B;E;F;6;
23127;2014;163;4006;1;M;;33.9;37.3;32.8;C;C;B;C;D;E;B;E;D;4;
23128;2014;163;4006;1;M;;48.0;44.3;49.2;C;B;B;B;C;E;A;E;H;5;
23129;2014;163;4006;1;M;;31.4;45.0;26.9;C;D;B;A;C;E;C;A;I;6;
23130;2014;163;4006;1;M;;35.9;45.0;32.8;C;C;B;D;D;C;C;E;F;7;
23992;2014;176;4006;1;M;;32.9;37.5;31.3;C;C;B;F;B;B;B;C;I;8;
23993;2014;176;4006;1;F;;22.3;4.0;28.4;C;C;B;B;B;A;B;A;H;5;
23994;2014;176;4006;1;F;;;;;;;;;;;;;;;
23995;2014;176;4006;1;F;;58.0;77.6;51.5;C;C;B;E;E;E;E;E;C;5;
23996;2014;176;4006;1;M;;32.4;46.8;27.6;C;C;B;E;D;E;C;E;C;6;
23997;2014;176;4006;1;F;;28.1;45.0;22.4;C;C;C;E;E;D;A;C;C;4;
23998;2014;176;4006;1;M;;;;;;;;;;;;;;;
23999;2014;176;4006;1;M;;20.2;27.1;17.9;C;C;B;D;C;C;B;C;F;4;
24000;2014;176;4006;1;M;;56.2;63.5;53.7;C;C;B;E;E;E;C;E;C;5;
24001;2014;176;4006;1;M;;;;;;;;;;;;;;;
24002;2014;176;4006;1;M;;37.9;52.5;33.0;C;C;B;A;D;E;E;E;C;6;
24003;2014;176;4006;1;M;;37.2;79.6;23.1;D;D;B;E;E;E;B;A;B;4;
24004;2014;176;4006;1;M;;49.2;72.4;41.5;C;C;C;F;F;E;C;C;B;3;
24005;2014;176;4006;1;M;;51.0;59.8;48.0;C;E;B;E;F;E;A;A;C;3;
24006;2014;176;4006;1;M;;42.9;37.5;44.7;C;C;B;C;E;E;C;A;H;5;
24007;2014;176;4006;1;M;;40.4;76.2;28.4;C;C;B;C;C;B;C;A;C;6;
24008;2014;176;4006;1;M;;66.5;37.5;76.1;C;C;B;B;B;A;A;G;A;2;
24009;2014;176;4006;1;M;;;;;;;;;;;;;;;
24010;2014;176;4006;1;M;;50.3;78.0;41.0;E;E;B;C;C;E;B;E;F;4;
24011;2014;176;4006;1;M;;;;;;;;;;;;;;;
24012;2014;176;4006;1;M;;56.6;72.7;51.2;B;D;B;B;C;D;C;E;H;6;
24013;2014;176;4006;1;M;;46.1;84.3;33.3;C;D;C;B;C;E;B;C;F;5;
24014;2014;176;4006;1;M;;;;;;;B;E;E;E;B;E;C;6;
24015;2014;176;4006;1;M;;57.9;84.1;49.2;C;D;C;C;F;E;D;E;F;5;
24016;2014;176;4006;1;M;;;;;;;;;;;;;;;
24017;2014;176;4006;1;M;;;;;;;C;C;F;E;C;E;G;3;
24018;2014;176;4006;1;M;;41.0;30.0;44.7;C;D;C;E;E;E;C;C;F;6;
24019;2014;176;4006;1;F;;31.5;58.1;22.6;C;C;B;D;C;E;B;A;C;4;
24020;2014;176;4006;1;M;;;;;;;C;C;E;E;B;A;B;5;
24021;2014;176;4006;1;M;;37.3;45.7;34.5;C;D;C;B;E;E;C;C;C;4;
24022;2014;176;4006;1;M;;;;;;;;;;;;;;;
24023;2014;176;4006;1;M;;13.5;40.5;4.5;D;E;B;D;C;E;C;B;C;1;
24024;2014;176;4006;1;M;;;;;;;;;;;;;;;
24025;2014;176;4006;1;M;;37.2;54.8;31.3;B;D;B;B;D;E;B;H;C;3;
24026;2014;176;4006;1;M;3;47.9;54.6;45.7;C;C;C;B;D;E;C;A;D;3;
24027;2014;176;4006;1;M;1;;;;;;B;D;F;E;B;E;E;5;
24028;2014;176;4006;1;M;;;;;;;;;;;;;;;
24029;2014;176;4006;1;F;;;;;;;;;;;;;;;
24030;2014;176;4006;1;M;;36.7;51.5;31.8;C;C;B;B;C;E;C;E;I;4;
24031;2014;176;4006;1;M;;27.5;56.3;17.9;C;E;B;E;F;E;E;E;C;2;
24032;2014;176;4006;1;M;;33.5;53.3;26.9;D;D;B;E;C;E;B;C;C;3;
24033;2014;176;4006;1;M;;37.9;57.5;31.3;C;C;C;E;F;E;B;E;C;4;
24034;2014;176;4006;1;M;;51.6;70.9;45.2;B;D;B;C;B;A;E;A;E;3;
24035;2014;176;4006;1;F;;;;;;;;;;;;;;;
24036;2014;176;4006;1;M;;17.8;57.5;4.5;C;C;B;C;E;D;B;A;F;4;
24037;2014;176;4006;1;M;;45.9;62.5;40.3;C;C;B;C;F;E;D;C;C;5;
24038;2014;176;4006;1;M;;;;;;;B;C;E;E;A;E;C;3;
24039;2014;176;4006;1;M;;;;;;;B;F;E;E;B;E;D;5;
24040;2014;176;4006;1;F;;22.4;22.5;22.4;D;C;D;C;B;B;B;C;E;8;
24041;2014;176;4006;1;M;;47.0;42.3;48.5;C;C;B;B;C;D;D;A;C;7;
24042;2014;176;4006;1;M;;;;;;;B;D;C;E;B;B;H;2;
24043;2014;176;4006;1;F;;30.2;53.6;22.4;C;D;B;C;C;A;B;C;B;6;
24044;2014;176;4006;1;F;;55.8;76.2;49.0;C;D;B;E;D;E;C;A;B;4;
24045;2014;176;4006;1;M;;35.4;47.5;31.3;C;D;B;E;C;E;C;A;D;6;
24046;2014;176;4006;1;M;;;;;;;;;;;;;;;
24047;2014;176;4006;1;M;;44.5;76.7;33.8;C;C;C;E;E;E;D;E;F;5;
24048;2014;176;4006;1;M;;;;;;;;;;;;;;;
30093;2014;296;4006;1;M;;;;;;;;;;;;;;;
30094;2014;296;4006;1;F;;42.6;52.4;39.3;C;C;C;D;E;E;B;C;D;6;
30095;2014;296;4006;1;M;;24.2;29.6;22.4;D;D;B;B;C;E;E;A;C;6;
30096;2014;296;4006;1;M;;;;;;;;;;;;;;;
30097;2014;296;4006;1;M;;41.2;51.4;37.8;D;D;B;B;C;C;B;A;H;6;
30098;2014;296;4006;1;M;;;;;;;;;;;;;;;
30099;2014;296;4006;1;M;;29.9;65.7;17.9;C;D;C;B;E;D;B;A;C;4;
30100;2014;296;4006;1;F;;35.6;69.0;24.4;C;D;A;A;C;D;B;C;C;4;
30101;2014;296;4006;1;M;;26.5;52.3;17.9;D;D;B;C;B;A;B;E;H;6;
30102;2014;296;4006;1;M;;41.0;30.0;44.7;D;E;B;C;D;E;B;B;H;4;
30103;2014;296;4006;1;M;;37.0;54.0;31.3;C;D;B;C;C;D;C;E;C;6;
30104;2014;296;4006;1;M;;26.2;37.5;22.4;C;C;B;E;D;D;B;E;D;4;
30105;2014;296;4006;1;M;;45.3;60.3;40.3;C;D;C;D;F;E;C;E;F;6;
30106;2014;296;4006;1;F;;31.4;45.0;26.9;E;E;B;B;C;D;C;C;C;6;
30107;2014;296;4006;1;M;;45.2;59.9;40.3;D;D;B;E;C;E;C;A;C;6;
30108;2014;296;4006;1;M;;27.4;28.8;26.9;C;C;B;C;C;A;B;E;C;5;
30109;2014;296;4006;1;M;;48.4;59.6;44.7;D;D;B;E;D;E;C;C;F;6;
30110;2014;296;4006;1;M;;49.9;83.9;38.5;C;D;C;C;F;E;A;E;C;5;
30111;2014;296;4006;1;M;;;;;;;C;B;F;E;C;A;I;6;
30112;2014;296;4006;1;M;;29.5;50.6;22.4;C;D;C;D;F;E;B;B;C;2;
30113;2014;296;4006;1;F;;33.1;87.5;14.9;B;C;C;A;E;C;B;C;I;6;
30114;2014;296;4006;1;M;;31.4;44.9;26.9;C;C;B;D;C;E;B;A;C;6;
30115;2014;296;4006;1;M;;36.1;31.1;37.8;C;D;B;C;B;A;C;A;C;6;
30116;2014;296;4006;1;M;;39.4;74.8;27.6;D;C;B;D;C;B;B;E;C;6;
30117;2014;296;4006;1;M;;44.9;58.5;40.3;B;C;B;B;B;B;D;A;C;6;
30118;2014;296;4006;1;M;;43.9;68.3;35.8;C;E;B;B;C;E;C;E;C;6;
30119;2014;296;4006;1;F;;34.1;69.1;22.4;C;D;C;B;D;E;B;E;F;6;
30120;2014;296;4006;1;M;;43.0;64.5;35.8;D;D;C;D;F;D;C;A;H;6;
30121;2014;296;4006;1;M;;62.3;72.6;58.9;D;D;B;D;A;A;D;E;H;6;
30122;2014;296;4006;1;M;;34.5;30.6;35.8;C;C;B;A;C;C;B;A;C;6;
31317;2014;322;4006;1;M;;64.2;61.3;65.2;D;D;B;C;E;E;C;A;B;6;
31318;2014;322;4006;1;M;;37.2;25.6;41.0;C;C;B;C;D;E;B;E;B;3;
31319;2014;322;4006;1;M;;35.5;34.6;35.8;C;D;B;E;D;E;B;A;B;3;
31320;2014;322;4006;1;M;;44.6;65.7;37.5;C;D;B;C;C;E;B;A;I;5;
31321;2014;322;4006;1;F;;36.1;56.0;29.4;C;C;C;B;C;E;E;A;F;4;
31322;2014;322;4006;1;M;;54.9;67.9;50.5;C;C;B;E;C;E;C;A;B;5;
31323;2014;322;4006;1;M;;62.2;69.0;59.9;C;D;C;A;F;B;B;A;C;3;
31324;2014;322;4006;1;M;;44.1;65.8;36.8;B;B;B;C;B;A;D;E;I;1;
31325;2014;322;4006;1;M;;51.5;44.8;53.7;C;C;B;D;D;E;C;A;H;2;
31326;2014;322;4006;1;M;;35.6;41.7;33.5;C;D;B;D;D;E;C;A;B;7;
31327;2014;322;4006;1;M;;46.7;57.0;43.3;.;.;B;D;C;D;B;E;F;5;
31328;2014;322;4006;1;M;;53.9;85.0;43.5;D;D;C;C;F;E;B;C;F;6;
31329;2014;322;4006;1;M;;28.7;47.7;22.4;D;C;B;B;C;E;B;A;C;2;
31330;2014;322;4006;1;M;;42.7;75.3;31.8;C;D;B;D;D;E;E;E;I;4;
31331;2014;322;4006;1;M;;;;;;;;;;;;;;;
31332;2014;322;4006;1;F;;44.6;55.8;40.8;C;C;B;E;C;D;C;H;I;4;
32888;2014;338;4006;1;M;;;;;;;;;;;;;;;
32889;2014;338;4006;1;M;;54.0;72.0;48.0;B;C;B;D;C;D;E;E;F;6;
32890;2014;338;4006;1;M;;26.2;37.7;22.4;C;C;B;F;D;E;B;A;C;5;
32891;2014;338;4006;1;M;;;;;;;;;;;;;;;
32892;2014;338;4006;1;M;;56.5;61.1;55.0;D;D;B;E;C;D;C;B;F;5;
32893;2014;338;4006;1;M;;;;;;;;;;;;;;;
32894;2014;338;4006;1;M;;60.0;82.6;52.5;B;C;B;E;C;E;D;C;F;4;
32895;2014;338;4006;1;M;;34.7;45.0;31.3;D;D;B;C;D;E;B;C;G;6;
32896;2014;338;4006;1;M;;;;;;;B;C;C;E;B;E;I;4;
32897;2014;338;4006;1;M;;44.2;55.7;40.3;C;C;D;C;C;E;B;H;I;2;
32898;2014;338;4006;1;M;;;;;;;C;E;F;E;C;C;F;4;
32899;2014;338;4006;1;M;;81.7;66.5;86.8;C;C;B;F;D;E;B;E;F;5;
32900;2014;338;4006;1;M;;59.4;61.8;58.6;B;C;B;F;B;A;B;E;F;5;
32901;2014;338;4006;1;F;;51.1;83.5;40.3;C;D;B;F;C;D;E;E;C;4;
32902;2014;338;4006;1;M;;20.6;15.0;22.4;C;C;B;C;E;E;B;H;F;2;
32903;2014;338;4006;1;F;3;;;;;;;;;;;;;;
32904;2014;338;4006;1;F;1;;;;;;;;;;;;;;
32905;2014;338;4006;1;M;;55.5;74.4;49.2;D;C;C;C;E;E;C;E;F;5;
32906;2014;338;4006;1;M;;55.7;57.1;55.2;D;C;B;E;C;B;D;C;F;5;
32907;2014;338;4006;1;F;;43.6;75.8;32.8;B;D;B;B;C;D;B;A;I;4;
32908;2014;338;4006;1;M;;26.0;50.2;17.9;B;D;A;C;D;E;B;A;C;5;
32909;2014;338;4006;1;M;;;;;;;;;;;;;;;
32910;2014;338;4006;1;M;;23.8;41.4;17.9;C;C;B;B;E;E;B;A;F;4;
32911;2014;338;4006;1;M;;34.9;41.3;32.8;C;C;B;A;C;E;B;E;F;3;
32912;2014;338;4006;1;M;;62.5;83.3;55.5;C;D;B;F;C;C;C;A;F;6;
32913;2014;338;4006;1;M;;11.4;2.8;14.2;D;E;B;C;B;E;E;H;I;2;
32914;2014;338;4006;1;F;;46.3;73.3;37.3;B;B;B;C;E;E;D;E;F;6;
32915;2014;338;4006;1;M;;49.0;61.9;44.7;C;D;B;B;C;E;C;A;F;4;
32916;2014;338;4006;1;F;;;;;;;;;;;;;;;
32917;2014;338;4006;1;M;;38.6;53.9;33.5;C;D;B;B;C;E;B;A;F;6;
32918;2014;338;4006;1;M;;;;;;;;;;;;;;;
32919;2014;338;4006;1;M;;;;;;;;;;;;;;;
32920;2014;338;4006;1;M;;;;;;;;;;;;;;;
