ENADE_ID;NU_ANO;CO_IES;CO_GRUPO;CO_MODALIDADE;TP_SEXO;PERIODO;NT_GER;NT_FG;NT_CE;CO_RS_I1;CO_RS_I2;QE_I06;QE_I08;QE_I09;QE_I10;QE_I23;QE_I25;QE_I26;QE_I27;CO_TURNO_GRADUACAO
238281;2014;409;4006;1;M;13;57.1;67.4;53.7;B;C;D;C;C;D;B;H;A;5;
238282;2014;409;4006;1;M;123;50.7;64.0;46.2;C;C;F;E;D;E;A;E;C;6;
238283;2014;409;4006;1;M;13;54.5;30.0;62.6;D;C;B;A;B;B;E;A;F;6;
238284;2014;409;4006;1;F;13;15.3;47.7;4.5;C;C;B;A;C;E;A;H;B;4;
238285;2014;409;4006;1;M;13;56.1;55.8;56.2;B;C;B;D;D;C;A;E;A;4;
238286;2014;409;4006;1;M;13;0.0;0.0;0.0;.;.;B;C;D;E;B;E;C;4;
238287;2014;409;4006;1;M;123;46.5;38.2;49.2;D;D;B;C;C;C;B;H;A;4;
238288;2014;409;4006;1;M;13;30.1;65.0;18.4;C;B;D;A;C;D;B;A;A;4;
238289;2014;409;4006;1;F;13;54.6;57.1;53.7;C;C;B;C;B;A;E;A;F;5;
238290;2014;409;4006;1;M;13;44.2;69.2;35.8;C;B;C;E;C;E;B;E;F;5;
238291;2014;409;4006;1;F;13;39.8;51.8;35.8;B;C;D;A;B;A;C;A;F;4;
238292;2014;409;4006;1;M;123;41.8;59.8;35.8;C;C;B;B;E;E;C;E;F;7;
238293;2014;409;4006;1;M;13;34.5;70.7;22.4;D;D;B;F;D;E;C;A;I;6;
238294;2014;409;4006;1;M;13;53.5;66.2;49.2;C;C;B;B;B;B;D;A;A;6;
238295;2014;409;4006;1;M;13;40.1;66.4;31.3;C;D;B;C;B;B;C;H;F;5;
238296;2014;409;4006;1;M;123;42.4;35.6;44.7;D;C;A;B;B;A;E;E;F;4;
238297;2014;409;4006;1;F;13;50.3;67.1;44.7;D;E;B;A;B;A;E;C;A;6;
238298;2014;409;4006;1;F;123;32.6;63.0;22.4;B;D;B;C;B;B;B;H;A;4;
238299;2014;409;4006;1;M;13;53.7;80.5;44.7;D;D;D;F;C;A;C;H;F;6;
238300;2014;409;4006;1;M;13;47.1;65.8;40.8;C;C;B;B;B;A;B;E;F;6;
238301;2014;409;4006;1;M;13;37.7;43.2;35.8;C;C;D;C;B;A;C;H;A;4;
238302;2014;409;4006;1;M;13;34.8;58.5;26.9;D;E;D;B;B;A;B;A;E;4;
238303;2014;409;4006;1;M;13;38.5;71.7;27.4;B;D;B;B;B;B;B;A;C;2;
238304;2014;409;4006;1;M;13;53.9;77.4;46.0;C;C;B;C;B;A;E;E;F;5;
238305;2014;409;4006;1;M;13;44.4;83.6;31.3;A;A;A;B;C;E;B;G;C;2;
238306;2014;409;4006;1;M;13;33.4;37.5;32.0;C;D;B;D;B;A;B;B;A;5;
238307;2014;409;4006;1;M;123;57.5;69.0;53.7;C;D;B;D;C;D;B;E;A;5;
238308;2014;409;4006;1;F;13;26.8;40.1;22.4;B;C;B;C;B;A;C;H;A;3;
238309;2014;409;4006;1;M;13;39.3;76.6;26.9;C;C;B;B;B;A;E;H;F;6;
238310;2014;409;4006;1;M;13;51.7;59.3;49.2;D;D;B;E;B;A;E;E;F;5;
238311;2014;409;4006;1;F;13;31.1;84.0;13.4;C;C;B;A;C;B;C;H;A;4;
238312;2014;409;4006;1;M;13;51.5;65.8;46.7;C;B;A;C;C;D;B;A;A;5;
238313;2014;409;4006;1;M;13;51.9;83.0;41.5;C;D;D;A;B;A;B;A;A;6;
238314;2014;409;4006;1;M;13;56.8;66.2;53.7;C;D;B;C;B;A;C;E;G;4;
238315;2014;409;4006;1;F;13;43.4;66.0;35.8;C;D;A;B;E;E;B;E;A;6;
238316;2014;409;4006;1;F;13;40.0;79.1;26.9;C;C;B;B;B;B;C;E;A;6;
238317;2014;409;4006;1;M;13;57.4;81.9;49.2;A;B;D;C;C;E;C;A;F;6;
238318;2014;409;4006;1;M;123;56.8;79.5;49.2;C;D;B;E;C;D;C;E;F;4;
238319;2014;409;4006;1;M;123;36.8;66.5;26.9;C;C;A;B;D;D;B;B;F;4;
238320;2014;409;4006;1;M;13;45.3;46.9;44.7;C;C;D;A;B;A;D;H;G;4;
238321;2014;409;4006;1;F;13;;;;;;C;C;C;B;C;E;I;6;
238322;2014;409;4006;1;M;123;54.8;85.0;44.7;C;D;B;D;C;A;B;E;A;4;
238323;2014;409;4006;1;M;13;46.7;52.5;44.7;C;C;B;D;E;D;B;A;F;5;
238324;2014;409;4006;1;M;13;;;;;;;;;;;;;;
238325;2014;409;4006;1;M;13;46.2;87.2;32.5;C;C;F;C;B;A;C;A;F;6;
238326;2014;409;4006;1;M;13;45.5;59.5;40.8;C;D;B;B;B;A;B;A;A;4;
238327;2014;409;4006;1;M;13;;;;;;B;D;D;D;B;E;A;5;
238328;2014;409;4006;1;F;13;43.2;65.3;35.8;C;B;B;C;B;A;B;C;F;6;
238329;2014;409;4006;1;F;13;36.7;66.0;26.9;C;E;B;A;B;A;B;A;A;6;
238330;2014;409;4006;1;F;123;64.1;55.2;67.1;C;D;B;A;B;A;B;H;F;4;
238331;2014;409;4006;1;F;13;35.0;72.8;22.4;C;D;B;B;B;A;B;C;A;6;
238332;2014;409;4006;1;M;13;53.4;63.1;50.2;B;B;B;E;B;A;C;A;A;3;
238333;2014;409;4006;1;M;13;36.2;50.9;31.3;C;C;B;F;E;E;D;E;F;5;
238334;2014;409;4006;1;M;1;46.3;37.5;49.2;C;C;A;B;C;B;A;A;A;4;
240257;2014;2779;4006;1;M;;53.2;92.0;40.3;B;D;C;C;C;E;B;H;B;4;
240258;2014;2779;4006;1;M;;52.1;74.4;44.7;D;D;C;C;F;E;E;E;F;6;
240259;2014;2779;4006;1;M;;31.0;30.0;31.3;C;D;B;C;C;E;B;C;E;6;
240260;2014;2779;4006;1;M;;29.8;49.0;23.4;D;D;C;B;F;E;D;E;G;6;
240261;2014;2779;4006;1;M;;43.7;40.6;44.7;D;C;D;A;C;E;D;E;C;6;
240262;2014;2779;4006;1;M;;51.5;90.4;38.5;C;C;C;C;C;E;B;E;C;5;
240263;2014;2779;4006;1;F;;37.0;67.1;26.9;D;D;D;B;C;E;B;H;E;5;
240264;2014;2779;4006;1;M;;23.6;40.5;17.9;A;D;C;C;E;E;B;H;E;7;
240265;2014;2779;4006;1;M;;39.9;76.6;27.6;E;E;C;A;D;E;D;H;B;6;
240266;2014;2779;4006;1;F;;35.5;48.1;31.3;D;D;C;C;E;E;B;E;E;5;
240267;2014;2779;4006;1;F;;37.0;65.1;27.6;C;D;B;B;C;E;B;B;B;6;
240268;2014;3588;4006;1;M;;28.5;55.8;19.4;D;C;B;D;E;E;C;H;D;6;
240269;2014;3588;4006;1;F;;45.4;74.3;35.8;C;D;B;A;C;C;B;A;C;6;
240270;2014;3588;4006;1;F;;38.1;69.4;27.6;C;D;B;A;C;A;B;B;E;5;
240271;2014;3588;4006;1;F;;40.8;53.6;36.5;C;D;B;A;B;A;C;A;B;6;
240272;2014;3588;4006;1;F;;43.5;53.2;40.3;C;C;C;E;D;E;C;E;B;5;
240273;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240274;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240275;2014;3588;4006;1;F;;34.5;29.0;36.3;E;D;B;C;B;E;B;H;B;5;
240276;2014;3588;4006;1;M;;25.8;36.0;22.4;D;C;C;D;E;E;D;E;D;6;
240277;2014;3588;4006;1;F;;;;;;;;;;;;;;;
240278;2014;3588;4006;1;F;;32.1;74.8;17.9;C;C;B;B;E;E;B;H;D;6;
240279;2014;3588;4006;1;M;;37.7;67.2;27.9;D;D;C;E;F;E;D;H;B;4;
240280;2014;3588;4006;1;M;;53.7;64.7;50.0;C;D;B;C;C;E;C;E;C;6;
240281;2014;3588;4006;1;M;;49.8;46.0;51.0;C;C;B;C;D;E;B;E;C;4;
240282;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240283;2014;3588;4006;1;M;;54.4;66.1;50.5;B;C;C;D;F;E;C;E;B;4;
240284;2014;3588;4006;1;F;;64.8;89.6;56.5;C;D;B;C;C;E;B;H;I;5;
240285;2014;3588;4006;1;M;;31.4;57.8;22.6;C;C;B;D;E;D;B;A;E;5;
240286;2014;3588;4006;1;F;;26.8;53.3;17.9;C;D;B;B;E;E;B;A;D;4;
240287;2014;3588;4006;1;M;;;;;;;B;B;E;E;C;C;D;5;
240288;2014;3588;4006;1;M;;42.7;74.9;32.0;D;D;C;B;E;E;B;C;B;6;
240289;2014;3588;4006;1;M;;17.1;24.3;14.7;C;C;B;C;E;E;B;E;E;5;
240290;2014;3588;4006;1;M;;65.2;75.0;61.9;D;C;B;F;E;E;B;C;D;5;
240291;2014;3588;4006;1;F;;44.3;63.3;38.0;C;D;B;C;E;E;D;E;B;6;
240292;2014;3588;4006;1;M;;43.5;53.2;40.3;C;C;C;F;F;E;D;E;I;6;
240293;2014;3588;4006;1;M;;12.3;22.5;8.9;C;B;B;E;D;E;B;E;B;5;
240294;2014;3588;4006;1;F;;41.5;41.4;41.5;C;C;B;C;E;E;D;A;E;6;
240295;2014;3588;4006;1;M;;37.3;51.5;32.5;C;D;B;D;D;A;B;H;C;5;
240296;2014;3588;4006;1;M;;34.1;65.5;23.6;D;D;C;E;E;E;C;A;B;4;
240297;2014;3588;4006;1;M;;55.3;84.7;45.5;C;D;C;C;F;E;C;E;C;4;
240298;2014;3588;4006;1;M;;46.5;58.4;42.5;C;C;C;F;E;E;B;E;H;6;
240299;2014;3588;4006;1;M;;34.1;42.5;31.3;D;C;B;C;E;E;C;B;B;6;
240300;2014;3588;4006;1;M;;45.9;39.6;48.0;C;D;C;D;F;E;E;H;B;5;
240301;2014;3588;4006;1;F;;44.5;83.9;31.3;C;D;B;A;B;A;C;E;E;6;
240302;2014;3588;4006;1;M;;;;;;;C;E;F;E;C;E;C;5;
240303;2014;3588;4006;1;M;;41.7;59.3;35.8;E;D;B;D;C;E;C;E;D;6;
240304;2014;3588;4006;1;M;;51.2;75.6;43.0;A;C;B;C;D;D;D;H;B;6;
240305;2014;3588;4006;1;M;;43.7;76.4;32.8;C;C;C;C;F;E;C;C;C;6;
240306;2014;3588;4006;1;M;;37.8;53.8;32.5;C;C;B;A;E;E;B;E;H;4;
240307;2014;3588;4006;1;M;;27.3;41.8;22.4;C;D;A;B;D;E;C;H;B;5;
240308;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240309;2014;3588;4006;1;M;;69.4;72.8;68.3;C;D;B;B;D;E;C;C;D;6;
240310;2014;3588;4006;1;M;;53.0;64.5;49.2;C;C;C;B;F;E;C;C;H;5;
240311;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240312;2014;3588;4006;1;M;;59.1;70.7;55.2;C;D;B;D;E;E;C;E;C;5;
240313;2014;3588;4006;1;M;;56.8;64.7;54.2;C;D;B;B;E;E;B;E;A;6;
240314;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240315;2014;3588;4006;1;M;;40.9;69.6;31.3;C;C;B;C;B;A;C;E;B;4;
240316;2014;3588;4006;1;F;;34.4;70.2;22.4;C;D;C;B;E;E;B;B;B;3;
240317;2014;3588;4006;1;M;;36.3;59.9;28.4;D;D;B;E;D;E;C;A;E;5;
240318;2014;3588;4006;1;M;;36.6;52.5;31.3;C;C;B;E;D;E;C;H;C;5;
240319;2014;3588;4006;1;M;;32.8;37.4;31.3;C;C;A;C;F;E;B;A;B;6;
240320;2014;3588;4006;1;F;;29.4;36.7;26.9;C;C;C;A;F;E;C;A;B;4;
240321;2014;3588;4006;1;M;;21.2;37.1;15.9;C;C;B;D;D;E;B;C;C;6;
240322;2014;3588;4006;1;M;;27.3;28.3;26.9;C;C;B;C;E;E;C;H;B;6;
240323;2014;3588;4006;1;M;;58.8;51.7;61.1;B;E;C;D;D;E;E;H;I;6;
240324;2014;3588;4006;1;M;;;;;;;;;;;;;;;
240325;2014;3588;4006;1;M;;33.4;50.7;27.6;.;.;B;C;E;E;E;E;C;5;
240679;2014;423;4006;1;M;;42.1;60.9;35.8;A;C;C;B;C;C;E;B;F;6;
240680;2014;423;4006;1;M;;37.4;55.7;31.3;C;C;B;C;D;D;B;B;C;6;
240681;2014;423;4006;1;F;;52.1;51.7;52.2;B;C;B;A;C;C;C;A;C;6;
240682;2014;423;4006;1;F;;48.1;85.1;35.8;.;.;B;B;E;E;C;A;H;5;
240683;2014;423;4006;1;M;;34.1;64.8;23.9;D;D;C;D;E;E;B;C;C;6;
240684;2014;423;4006;1;M;;49.4;70.6;42.3;C;D;D;B;C;E;D;C;F;5;
240685;2014;423;4006;1;M;;;;;;;;;;;;;;;
240686;2014;423;4006;1;M;;49.8;49.3;50.0;D;D;C;C;E;E;C;A;I;6;
240687;2014;423;4006;1;M;;53.1;62.3;50.0;C;C;B;B;C;C;C;E;F;6;
240688;2014;423;4006;1;M;;60.4;58.7;60.9;B;D;D;D;C;E;E;E;I;6;
240689;2014;423;4006;1;M;;55.3;54.0;55.7;C;C;D;A;C;E;B;A;F;6;
240690;2014;423;4006;1;M;;48.2;74.3;39.5;C;C;D;E;C;E;B;H;I;6;
240691;2014;423;4006;1;M;;44.5;64.6;37.8;C;D;C;D;F;E;C;E;C;6;
240692;2014;423;4006;1;M;;48.6;55.9;46.2;C;D;C;B;F;E;B;E;C;5;
240693;2014;423;4006;1;M;;55.7;48.6;58.1;D;D;B;B;C;E;C;E;F;6;
240694;2014;423;4006;1;M;;59.0;86.0;50.0;D;E;B;E;C;E;D;A;C;6;
240695;2014;423;4006;1;M;;42.8;43.7;42.5;D;C;C;C;D;E;C;E;F;6;
240696;2014;423;4006;1;M;;;;;;;;;;;;;;;
240697;2014;423;4006;1;M;;50.2;75.4;41.8;C;D;C;D;C;E;A;E;C;6;
240698;2014;423;4006;1;M;;34.0;15.0;40.3;C;C;B;B;C;E;B;E;F;6;
240699;2014;423;4006;1;M;;60.6;67.9;58.1;D;D;D;A;D;E;E;H;I;6;
240700;2014;423;4006;1;M;;39.1;49.0;35.8;D;C;C;C;E;E;A;E;I;4;
240701;2014;423;4006;1;M;;50.8;69.2;44.7;D;D;A;A;C;E;E;A;I;4;
240702;2014;423;4006;1;M;;45.0;45.8;44.7;C;C;B;D;D;E;C;E;C;6;
240703;2014;423;4006;1;M;;47.1;67.4;40.3;D;C;B;C;E;D;C;E;C;6;
240704;2014;423;4006;1;M;;;;;;;;;;;;;;;
240705;2014;423;4006;1;M;;52.0;69.8;46.0;C;C;B;C;E;E;C;C;F;6;
240706;2014;423;4006;1;M;;;;;;;;;;;;;;;
240707;2014;423;4006;1;M;;32.9;37.5;31.3;D;D;B;E;C;D;B;A;E;5;
240708;2014;423;4006;1;M;;;;;;;B;C;C;D;C;E;F;6;
240709;2014;423;4006;1;F;;37.3;65.5;27.9;B;D;B;E;B;A;B;C;F;6;
240710;2014;423;4006;1;F;;38.8;74.3;26.9;C;C;B;A;A;A;B;C;I;4;
240711;2014;423;4006;1;M;;70.7;90.3;64.1;D;E;B;C;D;E;D;E;C;6;
240712;2014;423;4006;1;M;;;;;;;;;;;;;;;
240713;2014;423;4006;1;M;;56.3;37.5;62.6;C;B;C;C;C;C;C;C;E;6;
240742;2014;3529;4006;1;F;;53.4;58.9;51.5;C;C;B;A;C;A;D;H;H;6;
240743;2014;3529;4006;1;M;;40.1;39.6;40.3;D;D;B;C;D;A;B;H;F;6;
240744;2014;3529;4006;1;M;;;;;;;B;E;C;E;B;H;F;6;
240745;2014;3529;4006;1;M;;48.5;46.2;49.2;C;C;C;C;F;E;B;E;F;6;
240746;2014;3529;4006;1;M;;50.5;88.4;37.8;B;D;B;D;D;E;B;E;C;6;
240747;2014;3529;4006;1;M;;34.8;54.9;28.1;B;D;B;C;C;C;B;A;F;6;
240748;2014;3529;4006;1;M;;48.2;56.4;45.5;D;D;B;D;D;D;C;A;F;6;
240749;2014;3529;4006;1;M;;55.9;70.1;51.2;D;D;C;C;F;E;C;C;F;6;
240750;2014;3529;4006;1;M;;56.9;66.6;53.7;D;C;C;E;D;E;D;C;F;6;
240751;2014;3529;4006;1;M;;;;;;;;;;;;;;;
240752;2014;3529;4006;1;M;;45.2;59.9;40.3;D;D;C;E;F;E;B;A;F;6;
240753;2014;3529;4006;1;M;;41.1;40.4;41.3;B;C;B;C;B;A;C;B;F;6;
240754;2014;3529;4006;1;M;;63.1;76.7;58.5;C;C;B;D;F;E;B;C;F;6;
240755;2014;3529;4006;1;M;;61.0;50.1;64.6;C;C;B;F;D;E;E;E;C;6;
240756;2014;3529;4006;1;M;;38.6;72.0;27.4;C;C;B;B;C;C;B;C;F;6;
240757;2014;3529;4006;1;M;;51.9;83.7;41.3;C;D;B;B;D;E;B;A;H;6;
240758;2014;3529;4006;1;M;;52.1;70.2;46.0;B;C;B;E;D;E;B;C;F;6;
240759;2014;3529;4006;1;F;;60.6;68.2;58.1;C;D;B;C;C;D;B;H;F;6;
240760;2014;3529;4006;1;M;;41.7;59.5;35.8;D;D;B;B;D;E;B;A;F;6;
240761;2014;3529;4006;1;M;;45.3;73.8;35.8;C;D;B;C;C;C;B;E;F;6;
240762;2014;3529;4006;1;M;;;;;;;;;;;;;;;
240763;2014;3529;4006;1;M;;64.6;70.7;62.6;C;D;A;E;C;E;A;E;C;5;
240764;2014;3529;4006;1;M;;62.7;62.9;62.6;B;C;B;E;B;A;C;A;C;6;
240765;2014;3529;4006;1;F;;22.3;29.6;19.9;C;B;B;B;D;E;C;A;F;6;
240766;2014;3529;4006;1;M;;52.5;59.4;50.2;B;C;B;E;C;E;B;C;F;6;
240767;2014;3529;4006;1;M;;;;;;;;;;;;;;;
240768;2014;3529;4006;1;M;;38.4;73.0;26.9;C;D;B;D;E;C;B;E;F;6;
240769;2014;3529;4006;1;F;;;;;;;;;;;;;;;
240770;2014;3529;4006;1;M;;44.2;61.1;38.5;D;D;B;B;D;E;B;A;F;6;
240771;2014;3529;4006;1;M;;46.2;63.8;40.3;C;C;B;B;C;D;B;A;F;6;
240772;2014;3529;4006;1;F;;53.8;75.0;46.7;C;C;B;B;C;E;C;E;C;6;
240773;2014;3529;4006;1;M;;64.1;63.9;64.1;C;C;C;E;F;E;C;C;F;6;
240774;2014;3529;4006;1;M;;45.8;55.7;42.5;D;D;B;C;B;E;D;E;F;6;
240775;2014;3529;4006;1;M;;38.0;49.9;34.0;D;D;B;E;B;A;A;A;F;6;
240776;2014;3529;4006;1;M;;51.5;45.0;53.7;C;C;C;D;F;E;B;E;F;6;
240777;2014;3529;4006;1;M;;59.1;59.2;59.0;.;.;B;E;E;E;B;A;E;6;
240778;2014;3529;4006;1;M;;37.4;37.5;37.3;B;C;C;C;E;E;B;A;F;6;
240779;2014;3529;4006;1;M;;57.5;62.1;56.0;D;D;B;C;E;E;B;A;F;6;
240780;2014;3529;4006;1;M;;62.0;73.7;58.1;E;E;B;B;E;A;B;A;F;6;
240781;2014;3529;4006;1;M;;37.0;48.1;33.3;C;C;B;B;B;A;A;E;I;6;
240782;2014;3529;4006;1;M;;37.3;41.6;35.8;D;D;B;B;F;E;B;A;I;6;
240783;2014;3529;4006;1;M;;;;;;;;;;;;;;;
240784;2014;3529;4006;1;M;;62.8;61.1;63.4;C;C;B;D;E;E;A;A;H;6;
240785;2014;3529;4006;1;M;;58.2;59.8;57.7;C;C;A;G;D;D;C;A;F;6;
240786;2014;3529;4006;1;M;;45.0;68.1;37.3;C;C;B;C;C;E;B;A;F;6;
240787;2014;3529;4006;1;M;;31.3;57.8;22.4;D;D;B;C;D;E;B;C;F;6;
241037;2014;518;4006;1;M;;44.1;42.1;44.7;B;D;A;B;F;E;B;A;F;4;
241038;2014;518;4006;1;M;;32.9;37.5;31.3;C;C;B;F;D;E;B;B;F;6;
241039;2014;518;4006;1;M;;43.4;52.5;40.3;C;C;B;F;E;E;D;E;F;3;
241040;2014;518;4006;1;M;;;;;;;C;E;D;E;B;A;D;3;
241041;2014;518;4006;1;M;;37.7;56.8;31.3;C;C;B;B;C;D;C;A;I;5;
241042;2014;518;4006;1;F;;27.5;29.3;26.9;E;D;B;D;E;D;D;H;B;2;
241043;2014;518;4006;1;M;;43.3;61.4;37.3;B;C;C;E;F;E;B;H;I;5;
241044;2014;518;4006;1;M;;46.4;47.7;46.0;D;D;B;D;B;A;E;E;F;5;
241045;2014;518;4006;1;M;;36.2;37.5;35.8;C;C;A;B;C;C;B;A;B;4;
241046;2014;518;4006;1;F;;49.4;70.2;42.5;C;C;B;D;D;E;B;A;F;6;
241047;2014;518;4006;1;F;;22.8;64.4;8.9;D;C;B;D;D;E;D;A;B;6;
241048;2014;518;4006;1;M;;28.8;30.0;28.4;D;C;C;D;F;E;D;A;F;4;
241049;2014;518;4006;1;M;;67.8;83.5;62.6;C;D;B;B;C;B;A;C;H;5;
241050;2014;518;4006;1;M;;30.9;56.4;22.4;.;.;B;C;C;D;C;H;F;5;
241051;2014;518;4006;1;M;;19.7;52.1;8.9;D;D;C;E;C;A;C;E;F;4;
241052;2014;518;4006;1;M;;61.5;58.2;62.6;C;C;B;C;D;E;B;E;H;6;
241053;2014;518;4006;1;M;;16.5;25.6;13.4;E;.;B;A;B;A;E;A;I;8;
241054;2014;518;4006;1;M;;44.5;43.8;44.7;D;C;B;B;E;B;B;C;H;5;
241055;2014;518;4006;1;M;;7.5;30.0;0.0;C;C;B;F;D;E;B;B;F;5;
241056;2014;518;4006;1;M;;;;;;;;;;;;;;;
241057;2014;518;4006;1;F;;;;;;;C;C;D;E;B;B;F;4;
241058;2014;518;4006;1;M;;31.0;30.0;31.3;C;B;B;E;C;D;B;A;F;6;
241059;2014;518;4006;1;M;;54.6;64.9;51.2;C;C;B;B;C;A;B;H;H;4;
241060;2014;518;4006;1;M;;43.2;51.8;40.3;C;D;B;C;B;A;D;A;F;4;
241061;2014;518;4006;1;M;;;;;;;B;B;D;E;B;C;F;5;
241062;2014;518;4006;1;M;;35.3;60.6;26.9;E;E;B;D;C;E;A;B;H;7;
241063;2014;518;4006;1;M;;34.4;43.7;31.3;C;C;B;D;B;A;B;E;B;4;
241064;2014;518;4006;1;M;;42.3;61.9;35.8;D;D;B;C;C;E;B;C;H;4;
241065;2014;518;4006;1;M;;46.7;52.5;44.7;D;E;B;E;C;D;B;H;I;5;
241066;2014;518;4006;1;M;;39.4;45.0;37.5;C;C;B;E;B;A;A;A;I;5;
241067;2014;518;4006;1;M;;31.4;44.7;26.9;B;C;A;B;E;E;B;E;F;5;
241068;2014;518;4006;1;F;;32.9;50.9;26.9;C;D;B;C;E;E;C;E;F;3;
241069;2014;518;4006;1;M;;49.5;57.0;47.0;C;D;C;D;C;E;E;A;F;6;
241070;2014;518;4006;1;M;;19.1;22.5;17.9;B;C;B;F;C;B;B;C;I;4;
241071;2014;518;4006;1;F;;45.0;81.6;32.8;C;D;B;B;C;A;B;A;F;4;
241072;2014;518;4006;1;F;;;;;;;B;E;D;E;B;B;B;5;
241073;2014;518;4006;1;F;;37.2;66.0;27.6;C;C;B;D;B;A;B;B;I;5;
241074;2014;518;4006;1;M;;42.6;74.3;32.0;E;D;B;E;C;E;B;E;F;5;
241075;2014;518;4006;1;M;;;;;;;;;;;;;;;
241076;2014;518;4006;1;M;;34.0;25.7;36.8;C;C;B;F;D;D;B;A;C;5;
241077;2014;518;4006;1;M;;46.0;63.0;40.3;B;C;B;D;C;A;D;E;F;4;
241078;2014;518;4006;1;M;;48.1;60.5;44.0;C;C;B;D;E;E;C;C;D;6;
241079;2014;518;4006;1;M;;60.3;70.0;57.0;C;C;C;D;C;D;B;E;F;4;
241080;2014;518;4006;1;M;;35.1;59.7;26.9;D;D;B;D;C;D;B;H;F;6;
241081;2014;518;4006;1;M;;28.4;60.0;17.9;C;C;B;C;B;A;B;A;D;4;
241082;2014;518;4006;1;M;;33.9;63.8;23.9;C;C;B;D;D;E;C;E;F;5;
241083;2014;518;4006;1;M;;15.3;7.5;17.9;D;D;B;B;C;D;A;E;D;4;
241084;2014;518;4006;1;M;;30.6;15.0;35.8;D;D;B;F;D;E;B;C;F;5;
241085;2014;518;4006;1;M;;31.0;30.0;31.3;C;C;B;B;B;A;C;E;F;6;
241086;2014;518;4006;1;M;;38.7;55.6;33.0;C;D;B;D;C;A;B;E;H;3;
241087;2014;518;4006;1;M;;58.8;74.0;53.7;B;C;B;G;B;A;A;H;E;4;
241088;2014;518;4006;1;M;;41.4;53.6;37.3;C;E;B;F;C;A;B;E;F;6;
241089;2014;518;4006;1;M;;;;;;;B;E;B;A;C;A;I;3;
241090;2014;518;4006;1;M;;;;;;;;;;;;;;;
241091;2014;518;4006;1;M;;33.2;52.0;26.9;C;C;D;E;E;E;D;H;I;4;
241092;2014;518;4006;1;M;;31.0;30.0;31.3;D;D;B;C;B;A;B;H;F;4;
241093;2014;518;4006;1;M;;;;;;;;;;;;;;;
241094;2014;518;4006;1;M;;54.7;57.7;53.7;.;.;C;F;F;E;B;H;F;5;
241095;2014;518;4006;1;M;;50.4;67.3;44.7;E;E;B;F;D;E;B;H;D;4;
241096;2014;518;4006;1;M;;47.7;67.7;41.0;D;C;B;B;E;E;B;E;B;5;
241097;2014;518;4006;1;M;;44.4;30.0;49.2;.;.;B;G;C;E;A;B;I;4;
241098;2014;518;4006;1;M;;;;;;;;;;;;;;;
241099;2014;518;4006;1;M;;;;;;;;;;;;;;;
241100;2014;518;4006;1;M;;32.9;29.6;34.0;C;C;B;C;C;E;B;A;G;6;
241101;2014;518;4006;1;M;;46.3;37.5;49.2;C;C;B;E;C;E;B;A;F;4;
241102;2014;518;4006;1;M;;31.8;60.0;22.4;C;D;B;F;D;D;B;E;D;5;
241103;2014;518;4006;1;M;;32.7;45.4;28.4;B;C;B;B;A;B;B;A;A;6;
241104;2014;518;4006;1;M;;29.6;37.5;26.9;.;.;C;F;D;E;C;C;F;5;
241105;2014;518;4006;1;M;;42.9;37.5;44.7;C;C;B;D;C;C;B;H;I;5;
241106;2014;518;4006;1;M;;31.0;30.0;31.3;B;C;B;F;C;B;B;C;F;3;
241107;2014;518;4006;1;M;;29.4;50.5;22.4;C;C;B;E;C;A;B;B;F;5;
241108;2014;518;4006;1;F;;38.6;58.2;32.0;D;D;C;B;F;E;B;A;H;5;
241109;2014;518;4006;1;M;;44.4;43.4;44.7;E;E;B;E;C;C;B;A;I;5;
241110;2014;518;4006;1;M;;59.8;56.6;60.9;B;C;A;C;C;E;C;E;F;5;
241111;2014;518;4006;1;M;;;;;;;;;;;;;;;
241112;2014;518;4006;1;F;;42.2;48.0;40.3;C;C;B;F;B;C;B;A;I;4;
241113;2014;518;4006;1;M;;77.0;78.9;76.3;C;C;B;B;C;E;D;E;F;6;
241114;2014;518;4006;1;F;;41.3;57.7;35.8;C;D;B;E;C;A;B;A;H;3;
241115;2014;518;4006;1;M;;29.1;22.5;31.3;C;D;C;B;C;E;B;A;F;6;
241116;2014;518;4006;1;M;;15.3;7.5;17.9;E;E;B;C;C;E;C;C;I;1;
241117;2014;518;4006;1;M;3;37.7;30.0;40.3;C;D;C;A;C;C;A;E;F;5;
243443;2014;167;4006;1;F;;45.9;46.9;45.5;C;D;C;E;D;D;B;A;F;4;
243444;2014;167;4006;1;M;;31.3;70.1;18.4;C;C;B;F;D;E;B;A;C;5;
243445;2014;167;4006;1;M;;27.5;22.5;29.1;B;B;B;D;D;E;E;A;F;6;
243446;2014;167;4006;1;M;;53.9;88.8;42.3;B;D;B;F;C;E;E;E;C;4;
243447;2014;167;4006;1;F;;34.5;52.8;28.4;D;C;B;B;D;E;B;A;H;5;
243448;2014;167;4006;1;M;;51.6;65.2;47.0;D;D;B;C;E;E;C;H;F;5;
